coo: 51.9254352_4.4753878;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2024-09-22;--;--;--;--;--;--;--;--;--;--;--;--;3.97;94.91;13.03;107.02;21.48;120.02;28.83;134.49;34.43;150.87;37.59;169.04;37.81;188.03;35.05;206.39;29.76;223.05;22.62;237.78;14.28;250.94;5.26;263.13;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-23;--;--;--;--;--;--;--;--;--;--;--;--;3.72;95.22;12.76;107.33;21.20;120.32;28.52;134.78;34.08;151.11;37.21;169.20;37.41;188.10;34.65;206.36;29.37;222.95;22.24;237.64;13.91;250.78;4.90;262.96;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-24;--;--;--;--;--;--;--;--;--;--;--;--;3.46;95.53;12.50;107.64;20.92;120.62;28.21;135.06;33.74;151.35;36.83;169.37;37.02;188.16;34.25;206.34;28.98;222.86;21.87;237.50;13.54;250.62;4.54;262.79;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-25;--;--;--;--;--;--;--;--;--;--;--;--;3.21;95.84;12.24;107.94;20.63;120.92;27.89;135.34;33.39;151.59;36.46;169.53;36.62;188.23;33.86;206.31;28.59;222.76;21.49;237.36;13.17;250.46;4.18;262.62;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-26;--;--;--;--;--;--;--;--;--;--;--;--;2.95;96.15;11.97;108.25;20.35;121.22;27.58;135.62;33.04;151.82;36.08;169.69;36.23;188.29;33.46;206.28;28.20;222.66;21.11;237.23;12.81;250.30;3.82;262.45;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-27;--;--;--;--;--;--;--;--;--;--;--;--;2.70;96.45;11.70;108.55;20.06;121.51;27.26;135.89;32.69;152.06;35.70;169.84;35.83;188.35;33.06;206.25;27.81;222.57;20.73;237.09;12.44;250.14;3.46;262.28;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-28;--;--;--;--;--;--;--;--;--;--;--;--;2.44;96.76;11.44;108.85;19.78;121.80;26.95;136.17;32.35;152.28;35.32;170.00;35.44;188.41;32.66;206.22;27.43;222.47;20.36;236.95;12.08;249.98;3.10;262.10;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-29;--;--;--;--;--;--;--;--;--;--;--;--;2.19;97.06;11.17;109.15;19.49;122.10;26.63;136.43;32.00;152.51;34.95;170.15;35.04;188.47;32.27;206.19;27.04;222.37;19.98;236.81;11.71;249.82;2.74;261.93;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-30;--;--;--;--;--;--;--;--;--;--;--;--;1.93;97.36;10.90;109.45;19.20;122.38;26.32;136.70;31.65;152.73;34.57;170.30;34.65;188.52;31.87;206.16;26.65;222.27;19.61;236.67;11.35;249.66;2.38;261.76;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-01;--;--;--;--;--;--;--;--;--;--;--;--;1.67;97.66;10.63;109.75;18.91;122.67;26.00;136.97;31.30;152.95;34.19;170.44;34.25;188.58;31.48;206.12;26.26;222.18;19.23;236.53;10.99;249.49;2.03;261.58;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-02;--;--;--;--;--;--;--;--;--;--;--;--;1.42;97.96;10.37;110.04;18.62;122.96;25.68;137.23;30.95;153.17;33.82;170.59;33.86;188.63;31.08;206.09;25.88;222.08;18.86;236.39;10.63;249.33;1.67;261.41;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-03;--;--;--;--;--;--;--;--;--;--;--;--;1.16;98.26;10.10;110.33;18.33;123.24;25.36;137.48;30.60;153.38;33.44;170.73;33.47;188.68;30.69;206.05;25.50;221.98;18.49;236.25;10.27;249.17;1.32;261.24;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-04;--;--;--;--;--;--;--;--;--;--;--;--;0.90;98.56;9.83;110.62;18.04;123.51;25.04;137.74;30.25;153.59;33.06;170.86;33.08;188.73;30.30;206.02;25.11;221.88;18.12;236.11;9.91;249.01;0.97;261.06;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-05;--;--;--;--;--;--;--;--;--;--;--;--;0.64;98.85;9.56;110.91;17.75;123.79;24.73;137.99;29.90;153.79;32.69;171.00;32.69;188.77;29.91;205.98;24.73;221.78;17.75;235.97;9.55;248.84;0.62;260.88;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-06;--;--;--;--;--;--;--;--;--;--;--;--;0.38;99.15;9.29;111.20;17.46;124.06;24.41;138.24;29.55;153.99;32.31;171.13;32.30;188.82;29.52;205.94;24.35;221.68;17.39;235.83;9.20;248.68;0.27;260.71;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-07;--;--;--;--;--;--;--;--;--;--;--;--;0.12;99.44;9.01;111.48;17.17;124.33;24.09;138.48;29.20;154.19;31.94;171.25;31.91;188.86;29.13;205.90;23.98;221.58;17.02;235.69;8.84;248.51;-0.07;260.53;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-08;--;--;--;--;--;--;--;--;--;--;--;--;-0.13;99.73;8.74;111.76;16.88;124.60;23.77;138.72;28.86;154.38;31.57;171.38;31.53;188.90;28.75;205.86;23.60;221.48;16.66;235.55;8.49;248.35;-0.42;260.35;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-09;--;--;--;--;--;--;--;--;--;--;--;--;-0.39;100.01;8.47;112.04;16.58;124.86;23.45;138.96;28.51;154.57;31.19;171.50;31.14;188.93;28.36;205.82;23.23;221.37;16.30;235.41;8.14;248.18;-0.76;260.17;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-10;--;--;--;--;--;--;--;--;--;--;--;--;-0.65;100.30;8.20;112.31;16.29;125.12;23.13;139.19;28.16;154.76;30.82;171.61;30.76;188.97;27.98;205.77;22.86;221.27;15.94;235.27;7.80;248.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.93;112.58;16.00;125.38;22.81;139.42;27.81;154.94;30.45;171.73;30.38;189.00;27.60;205.73;22.49;221.17;15.59;235.12;7.45;247.85;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.66;112.85;15.71;125.63;22.49;139.65;27.47;155.12;30.09;171.84;30.00;189.03;27.22;205.68;22.12;221.06;15.23;234.98;7.11;247.69;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.39;113.12;15.41;125.88;22.18;139.87;27.12;155.30;29.72;171.94;29.62;189.05;26.85;205.63;21.75;220.95;14.88;234.84;6.77;247.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.11;113.38;15.12;126.13;21.86;140.09;26.78;155.47;29.36;172.04;29.25;189.08;26.48;205.58;21.39;220.85;14.53;234.69;6.44;247.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.84;113.64;14.83;126.37;21.54;140.30;26.44;155.63;28.99;172.14;28.88;189.10;26.11;205.53;21.03;220.74;14.19;234.55;6.10;247.18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.57;113.89;14.54;126.61;21.23;140.51;26.10;155.79;28.63;172.24;28.51;189.11;25.74;205.47;20.68;220.63;13.84;234.40;5.77;247.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.30;114.15;14.25;126.84;20.91;140.71;25.76;155.95;28.27;172.33;28.14;189.13;25.37;205.42;20.32;220.52;13.50;234.25;5.45;246.84;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.03;114.39;13.96;127.07;20.60;140.91;25.42;156.11;27.91;172.42;27.77;189.14;25.01;205.36;19.97;220.41;13.17;234.11;5.12;246.67;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.76;114.64;13.67;127.30;20.28;141.11;25.08;156.25;27.56;172.50;27.41;189.15;24.65;205.30;19.63;220.30;12.84;233.96;4.80;246.50;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.49;114.88;13.38;127.52;19.97;141.30;24.74;156.40;27.20;172.58;27.05;189.16;24.30;205.24;19.28;220.19;12.51;233.81;4.49;246.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.22;115.11;13.09;127.74;19.66;141.49;24.41;156.54;26.85;172.66;26.69;189.16;23.94;205.18;18.94;220.07;12.18;233.66;4.17;246.15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.95;115.35;12.80;127.95;19.35;141.67;24.08;156.67;26.50;172.73;26.34;189.16;23.59;205.12;18.60;219.96;11.86;233.51;3.86;245.98;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.68;115.57;12.51;128.16;19.04;141.85;23.75;156.81;26.16;172.80;25.99;189.16;23.25;205.05;18.27;219.84;11.54;233.36;3.56;245.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.41;115.80;12.23;128.36;18.73;142.02;23.42;156.93;25.82;172.86;25.64;189.16;22.91;204.98;17.94;219.72;11.23;233.21;3.26;245.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.14;116.02;11.94;128.56;18.43;142.19;23.09;157.05;25.47;172.93;25.29;189.15;22.57;204.91;17.62;219.60;10.92;233.06;2.96;245.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.88;116.23;11.66;128.75;18.12;142.35;22.77;157.17;25.14;172.98;24.95;189.14;22.23;204.84;17.29;219.48;10.61;232.90;2.67;245.28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.61;116.44;11.38;128.94;17.82;142.51;22.45;157.28;24.80;173.03;24.61;189.13;21.90;204.76;16.98;219.36;10.31;232.75;2.38;245.11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.35;116.65;11.09;129.13;17.52;142.66;22.13;157.39;24.47;173.08;24.28;189.11;21.58;204.69;16.66;219.24;10.01;232.59;2.10;244.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.08;116.85;10.81;129.31;17.22;142.81;21.81;157.50;24.14;173.13;23.95;189.09;21.25;204.61;16.36;219.12;9.72;232.44;1.82;244.75;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.82;117.05;10.54;129.48;16.92;142.96;21.49;157.59;23.82;173.17;23.62;189.07;20.93;204.53;16.05;218.99;9.43;232.28;1.55;244.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;117.24;10.26;129.65;16.63;143.09;21.18;157.69;23.50;173.21;23.30;189.04;20.62;204.45;15.75;218.87;9.15;232.13;1.28;244.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.30;117.43;9.98;129.82;16.33;143.23;20.88;157.78;23.18;173.24;22.98;189.02;20.31;204.37;15.46;218.74;8.87;231.97;1.01;244.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.04;117.61;9.71;129.98;16.04;143.36;20.57;157.86;22.86;173.27;22.67;188.99;20.01;204.28;15.17;218.61;8.60;231.81;0.76;244.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.78;117.78;9.44;130.13;15.75;143.48;20.27;157.94;22.55;173.29;22.36;188.95;19.71;204.19;14.88;218.48;8.33;231.65;0.50;243.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.53;117.96;9.17;130.28;15.47;143.60;19.97;158.02;22.25;173.31;22.05;188.91;19.41;204.10;14.60;218.35;8.06;231.49;0.25;243.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.27;118.12;8.90;130.43;15.18;143.71;19.67;158.09;21.94;173.33;21.75;188.87;19.12;204.01;14.33;218.22;7.81;231.34;0.01;243.50;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.02;118.28;8.63;130.56;14.90;143.82;19.38;158.15;21.65;173.34;21.46;188.83;18.84;203.92;14.06;218.09;7.55;231.18;-0.23;243.32;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.77;118.44;8.37;130.70;14.63;143.92;19.09;158.21;21.35;173.35;21.17;188.79;18.56;203.83;13.80;217.96;7.31;231.02;-0.46;243.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.52;118.59;8.11;130.83;14.35;144.02;18.81;158.27;21.06;173.36;20.88;188.74;18.28;203.73;13.54;217.82;7.07;230.85;-0.68;242.96;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.28;118.73;7.85;130.95;14.08;144.11;18.52;158.32;20.78;173.36;20.60;188.69;18.01;203.63;13.29;217.69;6.83;230.69;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.03;118.87;7.59;131.07;13.81;144.20;18.25;158.37;20.50;173.36;20.32;188.63;17.75;203.53;13.04;217.55;6.60;230.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.21;119.01;7.34;131.18;13.55;144.28;17.97;158.41;20.22;173.35;20.05;188.57;17.49;203.43;12.80;217.42;6.38;230.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.45;119.14;7.09;131.28;13.29;144.35;17.70;158.44;19.95;173.34;19.79;188.51;17.24;203.33;12.56;217.28;6.16;230.21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.69;119.26;6.84;131.39;13.03;144.43;17.44;158.48;19.68;173.32;19.53;188.45;16.99;203.22;12.33;217.14;5.95;230.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.60;131.48;12.77;144.49;17.18;158.50;19.42;173.31;19.27;188.39;16.75;203.11;12.11;217.00;5.74;229.89;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.36;131.57;12.52;144.55;16.92;158.53;19.17;173.28;19.03;188.32;16.52;203.01;11.89;216.86;5.54;229.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.12;131.65;12.28;144.61;16.67;158.54;18.91;173.26;18.78;188.25;16.29;202.90;11.68;216.72;5.35;229.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.88;131.73;12.03;144.66;16.42;158.56;18.67;173.23;18.55;188.18;16.07;202.78;11.48;216.58;5.16;229.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.65;131.81;11.80;144.70;16.18;158.57;18.43;173.19;18.31;188.10;15.85;202.67;11.28;216.44;4.98;229.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.42;131.87;11.56;144.74;15.94;158.57;18.19;173.16;18.09;188.02;15.64;202.56;11.09;216.30;4.81;229.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.20;131.94;11.33;144.78;15.71;158.57;17.97;173.12;17.87;187.94;15.44;202.44;10.90;216.16;4.64;228.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.98;131.99;11.11;144.80;15.48;158.56;17.74;173.07;17.66;187.86;15.24;202.33;10.72;216.02;4.48;228.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.76;132.04;10.88;144.83;15.26;158.55;17.53;173.03;17.45;187.77;15.05;202.21;10.55;215.87;4.33;228.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.55;132.09;10.67;144.85;15.05;158.54;17.31;172.98;17.25;187.69;14.87;202.09;10.39;215.73;4.18;228.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.34;132.13;10.46;144.86;14.83;158.52;17.11;172.92;17.06;187.60;14.69;201.97;10.23;215.59;4.04;228.28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.13;132.16;10.25;144.87;14.63;158.50;16.91;172.86;16.87;187.50;14.52;201.85;10.08;215.45;3.91;228.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.93;132.19;10.05;144.87;14.43;158.47;16.72;172.80;16.69;187.41;14.36;201.73;9.93;215.31;3.79;227.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.74;132.21;9.85;144.87;14.23;158.44;16.53;172.74;16.52;187.31;14.20;201.61;9.80;215.16;3.67;227.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.55;132.23;9.66;144.86;14.04;158.41;16.35;172.67;16.35;187.22;14.05;201.48;9.67;215.02;3.55;227.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.36;132.24;9.47;144.85;13.86;158.37;16.17;172.60;16.19;187.12;13.91;201.36;9.54;214.88;3.45;227.50;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.18;132.25;9.29;144.84;13.69;158.32;16.01;172.53;16.04;187.02;13.77;201.23;9.43;214.74;3.35;227.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.00;132.25;9.11;144.82;13.51;158.28;15.85;172.45;15.89;186.91;13.64;201.11;9.32;214.60;3.26;227.20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.83;132.24;8.94;144.79;13.35;158.22;15.69;172.37;15.75;186.81;13.52;200.98;9.22;214.46;3.18;227.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.66;132.23;8.78;144.76;13.19;158.17;15.54;172.29;15.62;186.70;13.41;200.86;9.12;214.32;3.10;226.90;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.50;132.22;8.62;144.72;13.04;158.11;15.40;172.21;15.50;186.59;13.30;200.73;9.04;214.18;3.03;226.75;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.34;132.20;8.47;144.68;12.89;158.05;15.27;172.12;15.38;186.49;13.21;200.61;8.96;214.05;2.97;226.61;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.19;132.17;8.32;144.64;12.75;157.98;15.14;172.03;15.27;186.38;13.11;200.48;8.88;213.91;2.91;226.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.04;132.14;8.18;144.59;12.62;157.91;15.02;171.94;15.16;186.26;13.03;200.36;8.82;213.77;2.87;226.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.90;132.10;8.04;144.54;12.50;157.84;14.91;171.84;15.07;186.15;12.95;200.23;8.76;213.64;2.83;226.19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.77;132.06;7.91;144.48;12.38;157.76;14.81;171.75;14.98;186.04;12.89;200.10;8.71;213.51;2.79;226.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.64;132.02;7.79;144.42;12.27;157.68;14.71;171.65;14.90;185.92;12.82;199.98;8.67;213.38;2.77;225.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.51;131.96;7.68;144.35;12.16;157.60;14.62;171.55;14.83;185.81;12.77;199.85;8.63;213.25;2.75;225.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.40;131.91;7.57;144.28;12.06;157.51;14.53;171.45;14.76;185.69;12.72;199.73;8.61;213.12;2.74;225.66;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.28;131.85;7.46;144.21;11.97;157.42;14.46;171.34;14.70;185.58;12.68;199.61;8.59;212.99;2.73;225.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.18;131.78;7.37;144.13;11.89;157.33;14.39;171.23;14.65;185.46;12.65;199.48;8.57;212.87;2.74;225.41;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.08;131.71;7.28;144.04;11.81;157.23;14.33;171.13;14.61;185.34;12.63;199.36;8.57;212.75;2.75;225.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.99;131.64;7.19;143.96;11.74;157.13;14.27;171.02;14.58;185.22;12.61;199.24;8.57;212.63;2.76;225.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.90;131.56;7.12;143.87;11.67;157.03;14.23;170.91;14.55;185.11;12.61;199.12;8.58;212.51;2.79;225.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.82;131.48;7.05;143.78;11.62;156.93;14.19;170.79;14.53;184.99;12.61;199.00;8.59;212.39;2.82;224.94;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.74;131.39;6.98;143.68;11.57;156.82;14.16;170.68;14.52;184.87;12.61;198.89;8.62;212.28;2.86;224.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.68;131.30;6.93;143.58;11.53;156.71;14.13;170.56;14.51;184.75;12.63;198.77;8.65;212.17;2.90;224.73;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.61;131.20;6.88;143.47;11.50;156.60;14.12;170.45;14.52;184.64;12.65;198.65;8.69;212.06;2.95;224.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.56;131.10;6.84;143.37;11.47;156.49;14.11;170.33;14.53;184.52;12.68;198.54;8.73;211.95;3.01;224.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.51;131.00;6.80;143.26;11.45;156.37;14.11;170.21;14.55;184.40;12.72;198.43;8.79;211.85;3.08;224.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.47;130.89;6.77;143.14;11.44;156.25;14.12;170.09;14.57;184.28;12.76;198.32;8.85;211.75;3.15;224.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.44;130.78;6.75;143.03;11.43;156.13;14.13;169.97;14.61;184.17;12.81;198.21;8.91;211.65;3.23;224.26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
